device_type,failed_login_attempts,open_ports,total_vulnerabilities,critical_vulnerabilities,patch_age_days,network_anomaly_score,malware_alerts,privilege_escalation_attempts,previous_security_incidents,risk_level
Laptop,2,7,5,0,54,57.9,0,0,1,LOW
Desktop,2,6,2,1,77,33.0,0,1,2,LOW
Laptop,4,7,3,2,109,95.1,0,1,0,HIGH
Workstation,7,5,5,0,52,49.4,1,1,1,MEDIUM
Laptop,1,4,4,0,64,22.7,0,1,2,LOW
Laptop,4,4,2,1,67,49.4,1,0,1,MEDIUM
Laptop,5,6,4,0,57,32.8,0,0,0,LOW
Workstation,5,4,5,1,79,56.3,0,1,2,HIGH
Laptop,5,4,7,1,23,31.5,0,0,0,LOW
Workstation,8,5,5,1,45,46.9,0,1,1,MEDIUM
Server,4,9,2,1,56,42.4,1,0,1,MEDIUM
Workstation,4,7,4,2,62,39.7,0,0,0,LOW
Workstation,1,4,7,2,59,60.9,0,2,1,HIGH
Workstation,5,4,5,0,50,0.0,1,2,2,LOW
Workstation,2,6,10,2,108,40.1,1,0,0,HIGH
Laptop,7,2,2,0,96,22.6,2,0,1,MEDIUM
Server,5,8,8,0,107,8.3,2,2,2,HIGH
Desktop,1,6,7,1,71,19.6,0,0,5,MEDIUM
Desktop,1,8,0,0,58,24.4,1,0,2,LOW
Workstation,4,3,2,1,52,32.8,1,0,0,LOW
Workstation,7,6,5,0,104,45.4,0,3,1,HIGH
Server,2,6,6,1,80,49.9,1,2,2,HIGH
Desktop,6,5,4,0,103,29.0,1,1,2,MEDIUM
Desktop,4,4,4,3,102,72.9,1,0,0,HIGH
Laptop,0,3,5,2,114,29.8,0,0,0,LOW
Laptop,4,4,4,1,65,0.0,2,1,3,MEDIUM
Laptop,6,9,1,1,43,30.4,0,1,1,LOW
Laptop,8,6,4,1,109,39.0,0,1,0,MEDIUM
Laptop,4,0,7,3,25,0.0,0,0,3,LOW
Server,6,7,1,1,39,64.6,1,0,4,HIGH
Desktop,3,3,4,2,114,35.8,1,2,2,HIGH
Workstation,9,6,4,1,86,12.6,0,0,1,LOW
Desktop,5,4,5,0,70,16.9,1,1,2,MEDIUM
Laptop,8,2,7,3,64,54.8,1,0,2,HIGH
Laptop,5,3,2,1,56,57.4,1,2,1,HIGH
Laptop,4,7,3,1,108,23.7,1,2,2,HIGH
Workstation,7,7,2,1,49,8.2,0,0,0,LOW
Laptop,2,6,8,0,58,40.9,1,2,0,MEDIUM
Desktop,4,3,5,1,10,44.9,1,0,1,LOW
Workstation,2,3,6,1,13,50.4,0,0,1,LOW
Workstation,8,6,1,0,24,25.6,0,1,2,LOW
Laptop,8,6,4,2,36,35.3,0,1,2,MEDIUM
Laptop,10,7,6,0,35,38.4,0,0,1,LOW
Laptop,4,6,4,3,80,59.3,0,0,0,HIGH
Laptop,3,4,4,3,66,67.2,0,1,1,HIGH
Laptop,5,3,2,0,0,73.2,0,0,2,LOW
Desktop,2,7,4,1,62,66.7,0,0,2,MEDIUM
Workstation,4,6,3,3,9,77.9,2,1,1,HIGH
Desktop,6,7,3,1,65,60.3,0,0,1,MEDIUM
Server,4,6,3,2,6,25.0,0,0,0,LOW
Laptop,6,10,3,1,9,71.7,2,1,0,HIGH
Workstation,6,7,3,1,99,7.7,0,1,1,LOW
Desktop,5,4,3,0,1,90.0,0,2,0,MEDIUM
Workstation,2,3,5,1,117,16.5,0,0,2,LOW
Workstation,4,7,3,0,56,57.5,0,0,1,LOW
Laptop,4,7,3,1,99,69.8,1,0,0,HIGH
Laptop,5,7,3,0,23,48.1,0,0,3,LOW
Laptop,8,6,2,1,56,0.0,1,0,1,LOW
Desktop,2,4,3,1,107,17.1,0,1,1,LOW
Workstation,6,3,5,1,9,45.8,1,0,2,MEDIUM
Laptop,6,4,1,1,52,52.0,0,1,3,MEDIUM
Server,5,4,4,0,14,34.1,0,1,0,LOW
Desktop,6,12,2,1,42,39.6,0,0,1,LOW
Laptop,5,6,4,3,117,5.7,0,2,1,HIGH
Laptop,5,4,3,1,65,77.0,1,0,1,HIGH
Server,9,5,4,2,40,29.7,0,0,1,LOW
Server,4,5,1,1,76,55.4,0,0,2,LOW
Desktop,5,4,5,2,34,68.9,0,0,1,MEDIUM
Laptop,6,8,7,0,9,12.6,0,0,0,LOW
Server,6,4,8,0,68,40.8,1,2,2,HIGH
Laptop,6,7,9,2,89,44.1,1,0,0,HIGH
Workstation,4,5,11,2,21,32.3,1,0,1,HIGH
Laptop,7,7,3,1,16,58.4,0,0,0,LOW
Laptop,8,6,6,0,72,23.3,0,1,0,LOW
Desktop,5,5,5,0,46,39.2,1,0,0,LOW
Desktop,7,5,3,2,113,29.8,0,0,2,MEDIUM
Desktop,6,11,1,1,43,89.2,0,0,0,MEDIUM
Desktop,6,13,6,0,47,23.4,0,0,1,LOW
Workstation,8,4,5,3,68,54.4,0,0,0,HIGH
Desktop,5,1,4,0,118,77.5,0,2,3,HIGH
Desktop,3,2,4,1,83,17.8,2,1,0,MEDIUM
Desktop,7,2,6,0,80,40.1,0,0,2,MEDIUM
Laptop,6,7,4,2,96,16.3,0,0,0,LOW
Desktop,8,3,4,1,98,0.0,1,0,1,LOW
Laptop,4,5,5,1,63,20.7,0,2,0,LOW
Server,7,9,3,3,34,25.5,1,0,3,HIGH
Laptop,10,5,7,2,18,26.8,0,0,0,LOW
Workstation,6,5,2,0,68,31.4,0,0,1,LOW
Desktop,6,5,4,2,84,38.1,0,0,2,MEDIUM
Workstation,6,3,7,2,44,11.7,0,1,1,LOW
Desktop,2,7,8,1,57,45.7,1,1,1,HIGH
Laptop,7,6,6,1,53,64.7,1,0,1,HIGH
Workstation,13,4,3,2,71,67.3,1,0,1,HIGH
Server,4,2,3,0,99,32.3,1,0,3,MEDIUM
Server,6,3,8,1,53,57.7,0,0,1,MEDIUM
Desktop,8,7,5,1,62,23.0,1,1,1,MEDIUM
Server,4,4,5,1,50,30.4,0,0,1,LOW
Workstation,3,6,2,2,36,46.8,0,0,0,LOW
Server,8,4,6,1,84,30.6,2,0,2,HIGH
Laptop,7,6,2,0,74,10.2,2,1,0,LOW
Server,5,5,2,0,63,56.3,0,0,1,LOW
Server,5,5,2,0,35,19.8,0,1,1,LOW
Workstation,8,5,5,3,105,26.6,0,1,1,HIGH
Laptop,5,4,3,3,97,61.3,0,1,0,HIGH
Desktop,4,4,7,1,89,49.8,2,1,1,HIGH
Workstation,5,7,8,0,98,41.9,0,0,1,MEDIUM
Desktop,6,7,2,0,57,5.7,0,0,1,LOW
Server,3,5,3,0,75,12.4,0,1,0,LOW
Desktop,6,8,7,3,25,46.7,1,1,4,HIGH
Laptop,4,7,1,1,94,51.9,0,0,3,MEDIUM
Server,3,3,6,1,2,43.6,1,1,1,MEDIUM
Laptop,5,9,2,2,61,27.6,0,0,0,LOW
Laptop,4,1,2,1,24,26.9,0,0,2,LOW
Server,5,4,3,1,72,42.7,1,1,0,MEDIUM
Server,5,10,3,3,34,10.5,0,0,1,LOW
Workstation,4,9,5,0,116,40.0,2,1,1,HIGH
Laptop,3,8,6,1,14,7.4,2,0,0,LOW
Laptop,6,2,4,2,99,14.8,1,0,1,MEDIUM
Workstation,4,0,4,0,80,41.9,1,0,1,LOW
Laptop,7,9,5,0,120,50.8,1,3,2,HIGH
Laptop,6,8,4,1,39,45.5,0,0,0,LOW
Laptop,2,7,5,1,85,13.5,1,1,1,MEDIUM
Desktop,4,4,7,2,3,0.0,0,2,1,LOW
Workstation,6,5,4,1,81,37.8,3,1,0,HIGH
Server,7,5,3,0,52,0.0,0,1,0,LOW
Server,3,3,1,1,87,58.8,0,0,2,LOW
Laptop,7,2,6,3,94,14.2,2,1,2,HIGH
Laptop,2,5,1,1,58,87.2,0,0,0,LOW
Desktop,3,12,3,3,41,16.8,1,1,1,MEDIUM
Laptop,5,4,5,3,86,48.2,1,0,0,HIGH
Laptop,7,5,2,1,109,21.8,0,0,4,MEDIUM
Laptop,5,7,4,0,43,34.3,0,0,5,MEDIUM
Laptop,8,8,3,3,103,42.0,2,0,0,HIGH
Desktop,7,9,1,1,53,56.9,1,2,2,HIGH
Server,9,5,4,1,107,60.4,0,0,0,MEDIUM
Laptop,10,5,3,3,78,54.0,1,1,0,HIGH
Desktop,6,7,0,0,80,60.8,0,3,0,MEDIUM
Server,6,4,1,1,83,24.4,1,0,1,LOW
Server,4,5,2,0,97,52.3,1,1,0,MEDIUM
Workstation,3,5,3,2,104,30.5,0,0,3,MEDIUM
Desktop,9,4,2,2,47,59.7,0,1,1,MEDIUM
Workstation,8,6,5,1,90,40.5,0,0,3,HIGH
Laptop,10,2,0,0,83,51.6,1,0,0,LOW
Laptop,7,1,4,1,71,44.4,1,1,2,HIGH
Laptop,3,6,8,1,27,54.7,0,2,0,MEDIUM
Desktop,9,7,2,1,56,20.2,1,1,1,MEDIUM
Laptop,9,4,7,1,24,3.4,0,1,1,LOW
Laptop,4,4,4,1,16,59.8,0,1,0,LOW
Server,5,5,3,0,114,67.6,0,1,1,MEDIUM
Laptop,4,3,1,0,87,35.5,0,0,1,LOW
Laptop,6,4,1,0,66,55.8,1,0,2,MEDIUM
Laptop,5,5,10,0,53,2.2,0,0,1,LOW
Desktop,6,1,4,1,8,24.3,0,0,0,LOW
Laptop,9,2,1,0,42,39.8,1,1,0,LOW
Laptop,3,2,6,1,23,0.0,0,2,1,LOW
Laptop,6,3,4,2,65,4.4,0,1,1,LOW
Server,6,5,2,0,55,41.5,1,0,0,LOW
Workstation,5,5,4,1,116,24.7,1,0,0,MEDIUM
Desktop,6,5,4,1,102,30.4,3,1,0,HIGH
Server,2,3,6,2,72,29.1,0,0,0,LOW
Workstation,7,2,3,2,108,9.8,1,1,1,MEDIUM
Workstation,5,7,5,0,39,33.2,1,1,1,MEDIUM
Desktop,1,8,6,1,13,37.7,1,0,3,MEDIUM
Workstation,2,4,2,1,67,25.2,1,2,0,LOW
Workstation,3,3,6,0,7,27.0,0,1,1,LOW
Server,3,7,6,1,114,33.5,0,0,2,MEDIUM
Desktop,5,7,2,0,14,56.0,1,0,0,LOW
Laptop,4,6,3,0,103,35.9,4,2,1,HIGH
Laptop,8,9,3,0,81,0.0,1,1,3,MEDIUM
Desktop,5,4,3,0,29,11.7,0,0,0,LOW
Desktop,5,3,6,0,64,58.5,0,1,1,MEDIUM
Laptop,3,9,3,2,65,22.9,0,2,2,MEDIUM
Desktop,4,4,9,0,89,36.1,0,1,0,MEDIUM
Desktop,2,6,6,0,51,80.3,0,0,1,MEDIUM
Workstation,4,3,3,1,71,51.9,1,1,1,MEDIUM
Laptop,4,8,3,1,50,0.0,3,1,2,MEDIUM
Laptop,4,2,4,1,11,69.8,1,0,0,LOW
Server,5,6,7,0,86,41.3,0,0,2,MEDIUM
Workstation,3,4,2,2,31,46.1,0,2,0,LOW
Workstation,5,7,5,1,33,44.7,0,0,2,MEDIUM
Workstation,6,7,2,0,40,58.1,0,3,0,MEDIUM
Workstation,3,0,4,2,68,36.2,0,0,1,LOW
Laptop,6,3,7,1,85,5.4,1,0,2,MEDIUM
Laptop,5,4,6,2,98,45.1,1,1,0,HIGH
Laptop,2,7,5,2,72,7.6,1,2,0,MEDIUM
Desktop,6,1,5,1,48,78.0,2,0,4,HIGH
Workstation,3,5,3,2,114,30.0,1,0,2,HIGH
Laptop,4,4,3,1,57,36.9,1,1,1,MEDIUM
Desktop,2,5,3,3,17,23.1,0,0,0,LOW
Laptop,3,1,1,1,96,45.5,0,0,1,LOW
Laptop,4,4,5,2,113,48.0,1,1,1,HIGH
Laptop,6,5,7,0,35,23.1,1,0,2,LOW
Laptop,13,4,3,0,26,48.0,0,1,2,MEDIUM
Workstation,2,6,6,0,42,39.5,0,0,1,LOW
Laptop,4,4,3,1,41,35.9,0,1,1,LOW
Workstation,2,2,4,0,23,21.5,0,0,2,LOW
Server,6,2,8,1,4,88.9,0,0,0,MEDIUM
Laptop,5,8,3,1,22,64.0,0,0,0,LOW
Laptop,4,4,7,1,35,54.0,1,1,0,MEDIUM
Workstation,5,3,3,3,22,62.8,2,2,2,HIGH
Laptop,5,10,5,0,24,44.6,1,0,1,MEDIUM
Workstation,4,1,6,3,114,30.3,1,1,1,HIGH
Laptop,3,10,8,4,26,0.0,0,1,2,MEDIUM
Server,5,3,7,0,99,11.2,2,1,0,MEDIUM
Workstation,7,7,6,2,69,85.6,1,1,2,HIGH
Laptop,3,4,3,0,52,63.5,0,1,1,LOW
Laptop,4,2,5,1,94,42.5,1,0,0,MEDIUM
Workstation,5,5,6,2,2,3.3,2,0,0,LOW
Laptop,3,4,4,1,90,52.0,1,0,1,MEDIUM
Desktop,8,4,1,1,50,31.9,2,0,3,MEDIUM
Desktop,6,11,3,0,100,53.4,1,2,0,HIGH
Laptop,4,5,4,1,116,13.5,0,0,1,LOW
Server,9,10,3,1,88,27.2,0,0,1,MEDIUM
Server,3,4,7,0,13,57.5,1,2,0,MEDIUM
Laptop,4,7,3,0,118,80.4,0,0,0,MEDIUM
Workstation,1,6,5,2,91,23.5,0,0,0,LOW
Laptop,8,8,4,1,2,16.0,1,0,3,LOW
Laptop,2,3,2,2,23,60.5,1,1,1,MEDIUM
Desktop,2,3,2,2,119,10.3,2,1,2,HIGH
Workstation,6,6,2,1,101,11.9,0,0,1,LOW
Laptop,2,5,3,0,49,43.9,2,1,2,MEDIUM
Laptop,2,4,4,2,115,83.9,2,0,0,HIGH
Desktop,7,5,4,1,57,19.3,0,0,1,LOW
Workstation,4,7,5,1,104,29.9,1,0,0,MEDIUM
Laptop,1,9,2,2,69,40.4,1,2,2,HIGH
Laptop,1,3,2,1,79,27.6,0,2,1,LOW
Server,7,3,4,1,1,0.0,0,0,3,LOW
Laptop,6,12,3,1,117,55.6,1,3,1,HIGH
Laptop,1,2,2,1,21,42.1,0,4,1,LOW
Laptop,2,5,2,0,25,46.1,0,1,0,LOW
Laptop,8,4,6,1,53,34.9,0,1,1,MEDIUM
Desktop,1,2,3,0,91,71.3,1,0,0,MEDIUM
Workstation,5,3,5,0,93,26.9,0,0,1,LOW
Server,5,1,4,4,75,14.3,0,0,1,MEDIUM
Server,3,8,6,1,105,74.6,0,0,3,HIGH
Workstation,7,2,4,2,83,0.0,0,0,2,LOW
Laptop,2,4,2,1,17,34.6,0,3,0,LOW
Laptop,6,9,1,1,94,36.3,1,0,1,MEDIUM
Workstation,6,5,2,1,31,35.5,0,2,3,MEDIUM
Laptop,4,9,4,1,62,3.9,0,1,1,LOW
Server,8,6,5,2,73,11.9,1,0,0,MEDIUM
Server,3,8,2,2,47,59.1,2,1,1,HIGH
Laptop,8,5,4,0,43,68.5,0,1,0,MEDIUM
Desktop,6,5,6,1,32,28.8,2,0,0,MEDIUM
Laptop,5,3,5,0,36,17.5,1,0,0,LOW
Laptop,5,8,3,2,119,0.0,0,0,1,LOW
Desktop,4,4,3,1,46,58.7,1,0,3,MEDIUM
Laptop,4,6,4,2,57,60.0,1,3,1,HIGH
Server,3,8,4,0,84,0.0,0,0,1,LOW
Workstation,0,3,1,1,30,0.0,1,0,0,LOW
Workstation,4,5,4,1,24,41.0,0,1,2,LOW
Laptop,3,4,5,2,25,43.9,0,0,0,LOW
Laptop,6,5,1,1,7,27.5,1,0,2,LOW
Laptop,6,5,3,0,54,37.3,2,2,2,HIGH
Laptop,8,3,1,1,0,32.6,1,1,1,LOW
Workstation,5,1,5,0,45,38.6,0,1,2,LOW
Laptop,6,8,7,1,63,18.2,0,2,1,MEDIUM
Laptop,6,5,4,2,31,37.7,0,0,1,LOW
Workstation,8,6,4,2,30,23.2,2,0,1,MEDIUM
Laptop,3,2,4,1,72,21.3,0,2,0,LOW
Laptop,5,1,6,2,67,0.0,0,0,0,LOW
Laptop,8,1,1,0,95,34.1,0,0,0,LOW
Server,4,6,4,1,106,55.7,1,1,0,HIGH
Server,9,4,9,1,30,30.8,1,0,1,MEDIUM
Laptop,4,9,4,2,35,30.2,0,1,0,LOW
Workstation,2,4,3,2,63,65.6,1,1,0,HIGH
Workstation,7,5,4,1,22,60.5,1,0,1,MEDIUM
Workstation,3,5,3,1,88,76.2,0,1,3,HIGH
Laptop,4,7,9,4,0,87.7,0,0,1,HIGH
Laptop,8,5,1,1,44,39.3,0,0,1,LOW
Workstation,7,6,3,0,118,12.5,2,1,2,HIGH
Laptop,4,7,4,4,88,26.5,1,2,2,HIGH
Desktop,8,4,3,1,62,50.6,1,0,1,MEDIUM
Server,2,7,5,0,0,69.7,2,1,3,HIGH
Laptop,4,2,4,0,97,14.9,0,0,1,LOW
Server,5,6,4,0,53,43.6,0,0,3,LOW
Workstation,1,5,4,1,103,20.6,0,0,1,LOW
Server,3,7,2,2,94,34.8,3,1,0,HIGH
Desktop,4,6,1,1,120,34.4,2,1,1,HIGH
Workstation,7,1,4,1,14,46.4,0,1,2,LOW
Desktop,5,9,2,0,104,82.7,1,1,3,HIGH
Server,8,6,5,0,86,48.5,0,0,0,MEDIUM
Workstation,9,11,2,1,35,28.5,1,0,1,MEDIUM
Server,7,3,5,1,102,24.9,0,2,1,MEDIUM
Laptop,2,2,6,0,68,33.8,1,0,0,LOW
Laptop,4,5,6,1,79,18.8,0,0,3,LOW
Laptop,4,3,1,1,116,41.1,1,0,0,LOW
Desktop,8,6,5,0,69,0.0,0,1,0,LOW
Desktop,2,2,4,2,76,33.4,0,1,4,MEDIUM
Desktop,4,6,3,0,104,35.1,0,2,1,MEDIUM
Laptop,10,8,7,2,93,12.5,1,0,2,HIGH
Server,2,7,6,3,77,29.6,0,0,1,MEDIUM
Workstation,2,7,4,1,109,62.6,0,0,1,MEDIUM
Laptop,3,4,1,1,110,64.2,0,0,2,MEDIUM
Server,6,5,9,0,74,26.3,0,1,2,MEDIUM
Server,4,10,3,0,11,49.5,0,1,1,LOW
Desktop,4,5,4,1,83,5.0,2,0,0,LOW
Laptop,3,7,1,0,40,31.5,1,0,0,LOW
Server,4,10,2,1,71,43.1,2,0,0,MEDIUM
Workstation,9,4,6,0,45,71.6,1,0,2,HIGH
Server,11,4,5,3,40,64.2,1,2,1,HIGH
Workstation,8,3,4,1,117,42.6,1,0,1,HIGH
Workstation,8,4,7,2,30,17.9,0,1,0,LOW
Laptop,4,3,3,1,19,67.9,0,0,1,LOW
Server,7,3,4,2,76,30.5,1,1,2,HIGH
Desktop,4,6,6,1,77,47.9,0,0,1,MEDIUM
Workstation,3,5,3,1,118,35.3,0,1,0,LOW
Laptop,5,3,5,0,6,81.8,0,1,0,LOW
Laptop,4,6,4,1,110,24.6,0,1,0,LOW
Workstation,5,4,3,1,101,58.2,0,0,2,MEDIUM
Laptop,3,6,7,1,25,36.1,0,1,0,LOW
Server,7,2,3,0,99,50.5,1,1,0,MEDIUM
Laptop,5,1,2,1,101,73.6,0,0,1,MEDIUM
Workstation,3,11,4,1,13,0.0,1,1,0,LOW
Workstation,6,6,7,1,2,36.6,1,0,0,LOW
Laptop,3,4,1,0,79,18.3,0,2,2,LOW
Server,6,2,3,1,71,47.8,1,0,2,MEDIUM
Laptop,4,3,2,2,104,53.2,1,1,0,HIGH
Desktop,5,4,1,1,112,27.6,0,1,3,MEDIUM
Server,6,4,4,1,12,26.5,0,1,0,LOW
Workstation,3,4,3,1,116,42.5,0,0,2,MEDIUM
Laptop,6,4,7,4,103,10.0,1,1,0,HIGH
Laptop,5,2,3,1,72,45.3,0,0,0,LOW
Server,6,5,6,1,43,20.0,0,0,2,LOW
Desktop,3,4,3,2,76,54.1,0,1,2,MEDIUM
Desktop,4,3,5,1,68,9.0,0,1,0,LOW
Laptop,8,5,2,1,47,25.5,0,1,1,LOW
Laptop,5,7,2,2,9,21.5,0,1,1,LOW
Workstation,5,6,5,0,87,31.4,2,0,2,HIGH
Laptop,5,4,3,1,36,68.3,0,1,1,MEDIUM
Laptop,6,2,3,0,29,56.6,0,0,1,LOW
Workstation,1,6,6,1,45,27.4,0,0,0,LOW
Laptop,5,9,8,1,4,27.4,0,0,1,LOW
Server,3,6,2,2,47,57.5,0,1,1,MEDIUM
Laptop,8,3,6,3,101,12.4,1,0,2,HIGH
Workstation,7,9,3,2,88,38.5,0,0,1,MEDIUM
Server,7,4,6,2,7,24.7,2,1,3,HIGH
Workstation,3,5,4,0,39,34.2,0,1,1,LOW
Laptop,5,4,4,0,80,55.8,0,2,3,HIGH
Desktop,5,6,5,1,112,23.3,0,0,1,LOW
Server,3,4,5,1,52,59.4,1,1,4,HIGH
Laptop,4,2,3,0,119,86.4,0,1,0,MEDIUM
Laptop,8,4,4,2,5,51.3,0,0,1,LOW
Laptop,7,4,5,0,110,36.2,0,1,1,MEDIUM
Workstation,2,5,5,0,19,63.5,1,1,0,MEDIUM
Server,3,5,1,1,88,13.6,1,0,2,LOW
Server,2,6,5,2,12,71.5,0,0,1,MEDIUM
Server,9,6,3,1,119,21.4,2,1,0,HIGH
Desktop,4,7,4,0,25,85.7,0,0,1,MEDIUM
Desktop,5,3,3,1,44,22.2,0,0,3,LOW
Desktop,7,4,6,1,76,52.6,0,1,1,HIGH
Server,1,5,2,1,6,3.7,0,1,2,LOW
Laptop,5,7,3,3,69,33.3,0,0,0,MEDIUM
Workstation,9,8,2,2,35,14.2,1,0,0,LOW
Workstation,6,6,2,2,52,6.3,0,0,0,LOW
Laptop,2,3,3,2,40,64.5,1,2,1,HIGH
Desktop,3,5,3,1,102,11.0,0,2,2,LOW
Laptop,5,10,3,0,55,21.8,1,0,1,LOW
Workstation,3,6,3,2,91,19.3,0,2,1,MEDIUM
Workstation,1,3,4,0,5,63.1,0,1,1,LOW
Workstation,3,4,7,2,82,60.4,1,1,1,HIGH
Laptop,6,5,2,1,46,65.9,1,2,0,HIGH
Laptop,8,12,1,1,72,20.7,1,1,1,MEDIUM
Laptop,7,3,11,1,102,67.7,1,0,2,HIGH
Laptop,2,6,3,2,84,20.5,0,2,0,LOW
Laptop,8,5,4,1,42,21.4,2,0,1,MEDIUM
Laptop,7,4,2,1,27,22.6,1,0,1,LOW
Workstation,5,8,1,1,107,23.4,0,0,1,LOW
Laptop,3,5,3,0,31,36.0,0,1,2,LOW
Laptop,5,2,1,1,4,19.5,0,0,1,LOW
Workstation,2,4,5,1,36,43.1,0,0,1,LOW
Desktop,8,3,6,0,1,0.0,1,1,2,LOW
Server,3,5,4,2,89,43.0,0,1,4,HIGH
Server,7,6,2,2,107,14.0,0,0,0,LOW
Workstation,4,6,3,1,52,23.3,0,0,1,LOW
Server,8,3,3,0,74,23.8,4,1,5,HIGH
Desktop,1,3,8,0,116,58.7,0,0,1,MEDIUM
Server,2,4,2,0,111,49.1,2,1,3,HIGH
Desktop,8,6,1,1,4,34.4,0,1,1,LOW
Laptop,7,6,4,2,8,22.3,0,0,1,LOW
Desktop,2,4,6,1,46,55.2,0,0,1,LOW
Laptop,6,3,5,0,33,77.5,1,2,1,HIGH
Server,13,4,4,2,18,37.4,0,3,0,HIGH
Laptop,4,10,1,1,18,2.8,0,2,4,LOW
Laptop,1,4,3,2,98,22.5,0,1,2,LOW
Laptop,5,7,1,1,23,50.3,1,0,2,MEDIUM
Workstation,5,0,3,1,58,28.3,0,1,2,LOW
Laptop,2,4,3,1,5,19.1,1,0,3,LOW
Server,5,4,5,0,75,18.2,0,1,0,LOW
Workstation,10,5,7,3,89,40.0,0,1,1,HIGH
Laptop,5,2,5,1,72,4.3,0,0,1,LOW
Server,4,9,7,1,34,37.2,0,0,0,LOW
Laptop,4,3,8,1,9,39.9,0,1,1,LOW
Laptop,4,4,3,1,48,28.1,0,1,0,LOW
Server,7,5,1,1,94,15.1,1,0,3,MEDIUM
Workstation,4,3,4,1,14,60.4,0,1,1,LOW
Laptop,7,4,4,2,99,8.7,1,0,0,MEDIUM
Desktop,3,6,5,1,110,41.8,1,0,0,MEDIUM
Laptop,6,3,1,1,73,54.0,0,0,0,LOW
Desktop,0,4,1,0,102,41.5,1,1,2,LOW
Server,6,5,2,0,33,65.1,1,0,1,MEDIUM
